Station,Year,DOY,Solar_Radiation,Hour,Min_Temp,Max_Temp,VPD,Wind_Speed,Rain
Maricopa,2023,92,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,6,19.79948029,19.79948029,1.007262774,2.07725649,0
Maricopa,2023,93,0,7,23.72945635,23.72945635,1.007262774,2.07725649,0
Maricopa,2023,93,400,8,27.35049412,27.35049412,1.007262774,2.07725649,0
Maricopa,2023,93,400,9,30.43462002,30.43462002,1.007262774,2.07725649,0
Maricopa,2023,93,400,10,32.78766342,32.78766342,1.007262774,2.07725649,0
Maricopa,2023,93,400,11,34.26148121,34.26148121,1.007262774,2.07725649,0
Maricopa,2023,93,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,93,400,13,34.26148121,34.26148121,1.007262774,2.07725649,0
Maricopa,2023,93,400,14,32.78766342,32.78766342,1.007262774,2.07725649,0
Maricopa,2023,93,400,15,30.43462002,30.43462002,1.007262774,2.07725649,0
Maricopa,2023,93,400,16,27.35049412,27.35049412,1.007262774,2.07725649,0
Maricopa,2023,93,400,17,23.72945635,23.72945635,1.007262774,2.07725649,0
Maricopa,2023,93,400,18,19.79948029,19.79948029,1.007262774,2.07725649,0
Maricopa,2023,93,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,93,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,6,19.93074066,19.93074066,1.007262774,2.07725649,0
Maricopa,2023,94,0,7,23.83363535,23.83363535,1.007262774,2.07725649,0
Maricopa,2023,94,400,8,27.42445496,27.42445496,1.007262774,2.07725649,0
Maricopa,2023,94,400,9,30.4795805,30.4795805,1.007262774,2.07725649,0
Maricopa,2023,94,400,10,32.80875345,32.80875345,1.007262774,2.07725649,0
Maricopa,2023,94,400,11,34.26692413,34.26692413,1.007262774,2.07725649,0
Maricopa,2023,94,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,94,400,13,34.26692413,34.26692413,1.007262774,2.07725649,0
Maricopa,2023,94,400,14,32.80875345,32.80875345,1.007262774,2.07725649,0
Maricopa,2023,94,400,15,30.4795805,30.4795805,1.007262774,2.07725649,0
Maricopa,2023,94,400,16,27.42445496,27.42445496,1.007262774,2.07725649,0
Maricopa,2023,94,400,17,23.83363535,23.83363535,1.007262774,2.07725649,0
Maricopa,2023,94,400,18,19.93074066,19.93074066,1.007262774,2.07725649,0
Maricopa,2023,94,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,94,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,6,20.05972151,20.05972151,1.007262774,2.07725649,0
Maricopa,2023,95,0,7,23.93583251,23.93583251,1.007262774,2.07725649,0
Maricopa,2023,95,400,8,27.49691901,27.49691901,1.007262774,2.07725649,0
Maricopa,2023,95,400,9,30.5235919,30.5235919,1.007262774,2.07725649,0
Maricopa,2023,95,400,10,32.82938588,32.82938588,1.007262774,2.07725649,0
Maricopa,2023,95,400,11,34.27224709,34.27224709,1.007262774,2.07725649,0
Maricopa,2023,95,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,95,400,13,34.27224709,34.27224709,1.007262774,2.07725649,0
Maricopa,2023,95,400,14,32.82938588,32.82938588,1.007262774,2.07725649,0
Maricopa,2023,95,400,15,30.5235919,30.5235919,1.007262774,2.07725649,0
Maricopa,2023,95,400,16,27.49691901,27.49691901,1.007262774,2.07725649,0
Maricopa,2023,95,400,17,23.93583251,23.93583251,1.007262774,2.07725649,0
Maricopa,2023,95,400,18,20.05972151,20.05972151,1.007262774,2.07725649,0
Maricopa,2023,95,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,95,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,6,20.18635999,20.18635999,1.007262774,2.07725649,0
Maricopa,2023,96,0,7,24.03600891,24.03600891,1.007262774,2.07725649,0
Maricopa,2023,96,400,8,27.56786448,27.56786448,1.007262774,2.07725649,0
Maricopa,2023,96,400,9,30.56664356,30.56664356,1.007262774,2.07725649,0
Maricopa,2023,96,400,10,32.84955653,32.84955653,1.007262774,2.07725649,0
Maricopa,2023,96,400,11,34.27744915,34.27744915,1.007262774,2.07725649,0
Maricopa,2023,96,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,96,400,13,34.27744915,34.27744915,1.007262774,2.07725649,0
Maricopa,2023,96,400,14,32.84955653,32.84955653,1.007262774,2.07725649,0
Maricopa,2023,96,400,15,30.56664356,30.56664356,1.007262774,2.07725649,0
Maricopa,2023,96,400,16,27.56786448,27.56786448,1.007262774,2.07725649,0
Maricopa,2023,96,400,17,24.03600891,24.03600891,1.007262774,2.07725649,0
Maricopa,2023,96,400,18,20.18635999,20.18635999,1.007262774,2.07725649,0
Maricopa,2023,96,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,96,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,6,20.31059383,20.31059383,1.007262774,2.07725649,0
Maricopa,2023,97,0,7,24.13412605,24.13412605,1.007262774,2.07725649,0
Maricopa,2023,97,400,8,27.63726981,27.63726981,1.007262774,2.07725649,0
Maricopa,2023,97,400,9,30.60872494,30.60872494,1.007262774,2.07725649,0
Maricopa,2023,97,400,10,32.86926127,32.86926127,1.007262774,2.07725649,0
Maricopa,2023,97,400,11,34.28252935,34.28252935,1.007262774,2.07725649,0
Maricopa,2023,97,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,97,400,13,34.28252935,34.28252935,1.007262774,2.07725649,0
Maricopa,2023,97,400,14,32.86926127,32.86926127,1.007262774,2.07725649,0
Maricopa,2023,97,400,15,30.60872494,30.60872494,1.007262774,2.07725649,0
Maricopa,2023,97,400,16,27.63726981,27.63726981,1.007262774,2.07725649,0
Maricopa,2023,97,400,17,24.13412605,24.13412605,1.007262774,2.07725649,0
Maricopa,2023,97,400,18,20.31059383,20.31059383,1.007262774,2.07725649,0
Maricopa,2023,97,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,97,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,6,20.43236098,20.43236098,1.007262774,2.07725649,0
Maricopa,2023,98,0,7,24.23014555,24.23014555,1.007262774,2.07725649,0
Maricopa,2023,98,400,8,27.70511351,27.70511351,1.007262774,2.07725649,0
Maricopa,2023,98,400,9,30.6498255,30.6498255,1.007262774,2.07725649,0
Maricopa,2023,98,400,10,32.88849597,32.88849597,1.007262774,2.07725649,0
Maricopa,2023,98,400,11,34.28748677,34.28748677,1.007262774,2.07725649,0
Maricopa,2023,98,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,98,400,13,34.28748677,34.28748677,1.007262774,2.07725649,0
Maricopa,2023,98,400,14,32.88849597,32.88849597,1.007262774,2.07725649,0
Maricopa,2023,98,400,15,30.6498255,30.6498255,1.007262774,2.07725649,0
Maricopa,2023,98,400,16,27.70511351,27.70511351,1.007262774,2.07725649,0
Maricopa,2023,98,400,17,24.23014555,24.23014555,1.007262774,2.07725649,0
Maricopa,2023,98,400,18,20.43236098,20.43236098,1.007262774,2.07725649,0
Maricopa,2023,98,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,98,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,6,20.5515994,20.5515994,1.007262774,2.07725649,0
Maricopa,2023,99,0,7,24.32402895,24.32402895,1.007262774,2.07725649,0
Maricopa,2023,99,400,8,27.77137393,27.77137393,1.007262774,2.07725649,0
Maricopa,2023,99,400,9,30.68993458,30.68993458,1.007262774,2.07725649,0
Maricopa,2023,99,400,10,32.90725643,32.90725643,1.007262774,2.07725649,0
Maricopa,2023,99,400,11,34.29232042,34.29232042,1.007262774,2.07725649,0
Maricopa,2023,99,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,99,400,13,34.29232042,34.29232042,1.007262774,2.07725649,0
Maricopa,2023,99,400,14,32.90725643,32.90725643,1.007262774,2.07725649,0
Maricopa,2023,99,400,15,30.68993458,30.68993458,1.007262774,2.07725649,0
Maricopa,2023,99,400,16,27.77137393,27.77137393,1.007262774,2.07725649,0
Maricopa,2023,99,400,17,24.32402895,24.32402895,1.007262774,2.07725649,0
Maricopa,2023,99,400,18,20.5515994,20.5515994,1.007262774,2.07725649,0
Maricopa,2023,99,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,99,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,6,20.12333745,20.12333745,1.007262774,2.07725649,0
Maricopa,2023,100,0,7,23.98617572,23.98617572,1.007262774,2.07725649,0
Maricopa,2023,100,400,8,27.53258292,27.53258292,1.007262774,2.07725649,0
Maricopa,2023,100,400,9,30.54523836,30.54523836,1.007262774,2.07725649,0
Maricopa,2023,100,400,10,32.83952919,32.83952919,1.007262774,2.07725649,0
Maricopa,2023,100,400,11,34.27486329,34.27486329,1.007262774,2.07725649,0
Maricopa,2023,100,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,100,400,13,34.27486329,34.27486329,1.007262774,2.07725649,0
Maricopa,2023,100,400,14,32.83952919,32.83952919,1.007262774,2.07725649,0
Maricopa,2023,100,400,15,30.54523836,30.54523836,1.007262774,2.07725649,0
Maricopa,2023,100,400,16,27.53258292,27.53258292,1.007262774,2.07725649,0
Maricopa,2023,100,400,17,23.98617572,23.98617572,1.007262774,2.07725649,0
Maricopa,2023,100,400,18,20.12333745,20.12333745,1.007262774,2.07725649,0
Maricopa,2023,100,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,100,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,6,20.24878137,20.24878137,1.007262774,2.07725649,0
Maricopa,2023,101,0,7,24.08532729,24.08532729,1.007262774,2.07725649,0
Maricopa,2023,101,400,8,27.60276101,27.60276101,1.007262774,2.07725649,0
Maricopa,2023,101,400,9,30.58780619,30.58780619,1.007262774,2.07725649,0
Maricopa,2023,101,400,10,32.8594674,32.8594674,1.007262774,2.07725649,0
Maricopa,2023,101,400,11,34.28000454,34.28000454,1.007262774,2.07725649,0
Maricopa,2023,101,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,101,400,13,34.28000454,34.28000454,1.007262774,2.07725649,0
Maricopa,2023,101,400,14,32.8594674,32.8594674,1.007262774,2.07725649,0
Maricopa,2023,101,400,15,30.58780619,30.58780619,1.007262774,2.07725649,0
Maricopa,2023,101,400,16,27.60276101,27.60276101,1.007262774,2.07725649,0
Maricopa,2023,101,400,17,24.08532729,24.08532729,1.007262774,2.07725649,0
Maricopa,2023,101,400,18,20.24878137,20.24878137,1.007262774,2.07725649,0
Maricopa,2023,101,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,101,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,6,20.37178961,20.37178961,1.007262774,2.07725649,0
Maricopa,2023,102,0,7,24.1824004,24.1824004,1.007262774,2.07725649,0
Maricopa,2023,102,400,8,27.67138821,27.67138821,1.007262774,2.07725649,0
Maricopa,2023,102,400,9,30.62939848,30.62939848,1.007262774,2.07725649,0
Maricopa,2023,102,400,10,32.87893764,32.87893764,1.007262774,2.07725649,0
Maricopa,2023,102,400,11,34.28502347,34.28502347,1.007262774,2.07725649,0
Maricopa,2023,102,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,102,400,13,34.28502347,34.28502347,1.007262774,2.07725649,0
Maricopa,2023,102,400,14,32.87893764,32.87893764,1.007262774,2.07725649,0
Maricopa,2023,102,400,15,30.62939848,30.62939848,1.007262774,2.07725649,0
Maricopa,2023,102,400,16,27.67138821,27.67138821,1.007262774,2.07725649,0
Maricopa,2023,102,400,17,24.1824004,24.1824004,1.007262774,2.07725649,0
Maricopa,2023,102,400,18,20.37178961,20.37178961,1.007262774,2.07725649,0
Maricopa,2023,102,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,102,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,6,20.49230016,20.49230016,1.007262774,2.07725649,0
Maricopa,2023,103,0,7,24.27735668,24.27735668,1.007262774,2.07725649,0
Maricopa,2023,103,400,8,27.73844299,27.73844299,1.007262774,2.07725649,0
Maricopa,2023,103,400,9,30.67000464,30.67000464,1.007262774,2.07725649,0
Maricopa,2023,103,400,10,32.89793575,32.89793575,1.007262774,2.07725649,0
Maricopa,2023,103,400,11,34.28991913,34.28991913,1.007262774,2.07725649,0
Maricopa,2023,103,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,103,400,13,34.28991913,34.28991913,1.007262774,2.07725649,0
Maricopa,2023,103,400,14,32.89793575,32.89793575,1.007262774,2.07725649,0
Maricopa,2023,103,400,15,30.67000464,30.67000464,1.007262774,2.07725649,0
Maricopa,2023,103,400,16,27.73844299,27.73844299,1.007262774,2.07725649,0
Maricopa,2023,103,400,17,24.27735668,24.27735668,1.007262774,2.07725649,0
Maricopa,2023,103,400,18,20.49230016,20.49230016,1.007262774,2.07725649,0
Maricopa,2023,103,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,103,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,2,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,3,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,4,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,5,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,6,20.61025089,20.61025089,1.007262774,2.07725649,0
Maricopa,2023,104,0,7,24.37015752,24.37015752,1.007262774,2.07725649,0
Maricopa,2023,104,400,8,27.80390358,27.80390358,1.007262774,2.07725649,0
Maricopa,2023,104,400,9,30.70961395,30.70961395,1.007262774,2.07725649,0
Maricopa,2023,104,400,10,32.91645749,32.91645749,1.007262774,2.07725649,0
Maricopa,2023,104,400,11,34.29469054,34.29469054,1.007262774,2.07725649,0
Maricopa,2023,104,400,12,34.76328467,34.76328467,1.007262774,2.07725649,0
Maricopa,2023,104,400,13,34.29469054,34.29469054,1.007262774,2.07725649,0
Maricopa,2023,104,400,14,32.91645749,32.91645749,1.007262774,2.07725649,0
Maricopa,2023,104,400,15,30.70961395,30.70961395,1.007262774,2.07725649,0
Maricopa,2023,104,400,16,27.80390358,27.80390358,1.007262774,2.07725649,0
Maricopa,2023,104,400,17,24.37015752,24.37015752,1.007262774,2.07725649,0
Maricopa,2023,104,400,18,20.61025089,20.61025089,1.007262774,2.07725649,0
Maricopa,2023,104,0,19,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,20,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,21,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,22,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,104,0,23,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,105,0,0,18.82240876,18.82240876,1.007262774,2.07725649,0
Maricopa,2023,105,0,1,18.82240876,18.82240876,1.007262774,2.07725649,0
